EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Mean_Hours,Attendance
1395,41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,5,Laboratory Technician,Single,53470,1.0,24,1,4.0,1,4,0,2,2.0,2.0,2.0,3,4,10.120157596371882,246
1396,50,No,Travel_Rarely,Sales,19,4,Marketing,Male,3,Sales Executive,Married,31950,2.0,11,0,5.0,4,3,0,2,3.0,3.0,2.0,2,3,6.780491545893723,231
1397,53,No,Travel_Rarely,Sales,1,2,Life Sciences,Male,1,Manager,Divorced,39890,1.0,13,0,5.0,2,4,1,3,4.0,1.0,3.0,3,3,6.116384220354812,239
1398,33,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Human Resources,Married,33060,1.0,11,3,8.0,6,8,1,6,4.0,2.0,3.0,1,3,7.52175736961451,246
1399,40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,Female,2,Sales Executive,Married,70050,1.0,20,2,21.0,2,20,9,9,4.0,3.0,3.0,3,4,6.206365348399247,237
1400,55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,2,Laboratory Technician,Single,26550,8.0,17,0,36.0,0,24,2,15,3.0,2.0,3.0,2,3,6.105050827423169,236
1401,34,No,Travel_Frequently,Human Resources,7,4,Other,Female,1,Research Scientist,Married,13930,1.0,11,2,10.0,4,10,1,9,4.0,3.0,2.0,4,3,6.800573910915323,228
1402,51,No,Travel_Rarely,Human Resources,4,2,Human Resources,Male,2,Sales Representative,Single,25700,3.0,18,0,21.0,2,7,1,0,4.0,2.0,3.0,3,3,7.393497365900381,233
1403,52,No,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Sales Representative,Married,35370,0.0,11,1,34.0,3,33,11,9,3.0,3.0,3.0,3,3,6.301128167641323,229
1404,27,No,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,39860,1.0,12,2,7.0,3,7,0,3,4.0,2.0,2.0,3,3,7.527982580037662,237
1405,35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Research Director,Married,108830,3.0,12,0,8.0,3,1,0,1,2.0,3.0,3.0,4,3,8.994780334728029,240
1406,43,No,Non-Travel,Research & Development,6,2,Medical,Male,1,Healthcare Representative,Divorced,20280,4.0,20,1,7.0,2,5,2,2,4.0,4.0,4.0,2,4,8.013822362278248,239
1407,45,No,Non-Travel,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,95250,9.0,19,0,22.0,3,20,11,8,1.0,4.0,3.0,3,3,6.1810977095516595,229
1409,35,No,Travel_Frequently,Research & Development,1,3,Other,Male,2,Research Director,Single,22750,5.0,13,0,10.0,2,6,1,2,2.0,2.0,3.0,4,3,6.0929427462396895,230
1410,42,No,Non-Travel,Research & Development,1,1,Technical Degree,Male,2,Sales Executive,Divorced,78790,2.0,11,1,11.0,2,5,0,2,3.0,3.0,3.0,3,3,6.402202729044832,229
1411,38,No,Travel_Rarely,Sales,8,2,Marketing,Male,5,Research Scientist,Married,49300,9.0,14,0,14.0,0,1,0,0,4.0,3.0,3.0,3,3,6.292136184857427,227
1412,38,No,Travel_Rarely,Human Resources,25,1,Human Resources,Female,1,Manufacturing Director,Married,78470,3.0,14,1,9.0,3,7,1,7,4.0,4.0,1.0,4,3,7.263687819618778,240
1413,27,No,Travel_Frequently,Research & Development,13,4,Medical,Male,1,Manager,Married,44010,5.0,13,0,6.0,4,2,2,0,3.0,1.0,3.0,2,3,6.517461519961518,232
1414,49,No,Non-Travel,Research & Development,23,1,Other,Female,2,Sales Executive,Divorced,92410,1.0,19,1,7.0,5,7,1,7,4.0,4.0,3.0,3,3,9.593414634146345,247
1415,34,No,Travel_Frequently,Research & Development,7,2,Medical,Male,4,Sales Representative,Divorced,29740,1.0,23,0,5.0,2,5,2,0,4.0,3.0,4.0,3,4,10.511366139846743,233
1416,40,No,Travel_Rarely,Research & Development,23,3,Medical,Female,1,Laboratory Technician,Married,45020,8.0,12,2,15.0,0,7,3,7,3.0,4.0,4.0,2,3,10.400718471636196,238
1417,38,Yes,Travel_Rarely,Sales,6,4,Life Sciences,Female,3,Research Scientist,Married,107480,7.0,15,0,17.0,3,1,0,0,2.0,1.0,3.0,3,3,8.369604018912531,236
1418,29,Yes,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Married,15550,1.0,19,2,10.0,2,10,1,9,2.0,4.0,2.0,3,3,6.7061007805326,243
1419,22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Healthcare Representative,Divorced,129360,1.0,11,2,4.0,3,4,2,2,4.0,2.0,2.0,3,3,8.528221064814822,241
1420,36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,2,Laboratory Technician,Single,23050,1.0,17,0,8.0,3,8,1,7,2.0,4.0,3.0,3,3,7.500751563251563,232
1421,40,No,Non-Travel,Research & Development,28,2,Life Sciences,Male,1,Manufacturing Director,Married,167040,9.0,22,0,5.0,2,3,0,2,4.0,4.0,1.0,4,4,6.091838741396267,227
1422,46,No,Travel_Rarely,Research & Development,25,1,Medical,Male,5,Research Scientist,Divorced,34330,7.0,18,0,17.0,3,4,0,3,4.0,1.0,3.0,3,3,5.9850836972343515,230
1423,32,Yes,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,34770,1.0,11,0,14.0,2,14,9,8,4.0,4.0,2.0,4,3,7.782491795593058,238
1424,30,No,Non-Travel,Research & Development,17,4,Life Sciences,Male,2,Healthcare Representative,Single,64300,1.0,12,1,12.0,2,11,5,8,3.0,3.0,3.0,2,3,7.985305907172991,238
1425,27,No,Travel_Frequently,Research & Development,18,2,Medical,Female,1,Laboratory Technician,Single,65160,1.0,19,1,7.0,4,7,0,7,4.0,3.0,3.0,3,3,6.198006607929518,228
1426,51,No,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Manufacturing Director,Married,39070,5.0,13,0,16.0,2,10,4,7,2.0,2.0,1.0,3,3,6.70263713080169,238
1427,30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,2,Research Scientist,Single,55620,5.0,13,0,8.0,3,5,0,4,4.0,1.0,3.0,2,3,8.525496376811592,231
1428,41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Human Resources,Single,68830,3.0,19,2,16.0,3,1,0,0,4.0,4.0,3.0,2,3,9.09039870689655,233
1429,30,Yes,Travel_Frequently,Sales,3,2,Medical,Male,2,Healthcare Representative,Single,28620,5.0,14,0,9.0,2,6,0,1,3.0,1.0,2.0,2,3,7.0080280172413785,233
1430,29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,49780,0.0,13,0,7.0,3,6,1,5,3.0,3.0,2.0,2,3,7.785265046296293,241
1431,45,No,Non-Travel,Research & Development,2,3,Medical,Female,2,Research Scientist,Single,103680,6.0,12,2,23.0,2,19,12,8,4.0,4.0,3.0,3,3,6.593532265890344,230
1432,54,No,Travel_Rarely,Sales,8,2,Marketing,Female,2,Laboratory Technician,Married,61340,2.0,19,0,16.0,2,6,0,5,4.0,1.0,3.0,2,3,6.422204184704185,232
1433,36,No,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,1,Healthcare Representative,Single,67350,8.0,25,2,16.0,3,13,3,7,4.0,2.0,4.0,2,4,7.587336734693873,246
1434,33,No,Travel_Rarely,Sales,9,1,Other,Female,3,Sales Executive,Married,32950,6.0,22,2,7.0,2,3,1,1,3.0,2.0,3.0,3,4,7.494024334251602,243
1435,37,No,Travel_Frequently,Sales,2,4,Life Sciences,Male,2,Laboratory Technician,Divorced,52380,1.0,15,1,10.0,5,10,0,7,2.0,4.0,3.0,3,3,10.134707175925922,241
1436,38,No,Travel_Rarely,Research & Development,1,2,Medical,Male,4,Laboratory Technician,Divorced,64720,0.0,12,0,17.0,4,16,5,13,1.0,3.0,2.0,3,3,6.884387219837862,234
1437,31,No,Non-Travel,Sales,4,1,Medical,Female,3,Research Scientist,Married,96100,0.0,11,1,6.0,2,5,1,4,3.0,3.0,3.0,2,3,5.994058070416096,244
1438,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,3,Manager,Married,198330,3.0,13,0,7.0,2,1,0,0,3.0,4.0,3.0,3,3,6.183065972222224,241
1439,37,No,Travel_Frequently,Sales,2,3,Marketing,Female,2,Laboratory Technician,Divorced,97560,4.0,19,0,13.0,2,9,5,8,1.0,4.0,3.0,3,3,6.952933884297523,243
1440,29,No,Travel_Frequently,Sales,15,4,Medical,Female,1,Sales Executive,Married,49680,1.0,19,3,11.0,4,11,4,1,2.0,4.0,3.0,3,3,6.316933940242764,239
1441,35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,Female,1,Sales Executive,Single,21450,1.0,13,0,10.0,6,10,0,8,3.0,3.0,4.0,2,3,5.994657943067038,243
1442,29,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,1,Research Scientist,Single,21800,1.0,21,0,4.0,2,4,0,1,3.0,4.0,2.0,3,4,8.35352742910274,240
1443,52,No,Travel_Rarely,Research & Development,1,2,Medical,Female,4,Manager,Single,83460,7.0,14,0,6.0,5,2,2,2,3.0,4.0,2.0,3,3,7.40639586238959,240
1444,42,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Sales Executive,Married,34450,1.0,11,2,22.0,2,22,11,15,3.0,4.0,3.0,3,3,6.369136989553657,235
1445,59,No,Travel_Rarely,Research & Development,4,4,Technical Degree,Male,1,Healthcare Representative,Married,27600,8.0,11,0,7.0,3,2,2,2,2.0,3.0,2.0,4,3,6.719878547378543,232
1446,50,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,2,Sales Executive,Divorced,62940,3.0,23,1,32.0,2,7,0,6,4.0,4.0,2.0,4,4,7.7046108716475095,233
1447,33,Yes,Travel_Rarely,Sales,11,4,Marketing,Male,1,Research Scientist,Married,71400,5.0,21,0,8.0,2,5,0,4,3.0,4.0,1.0,2,4,10.884872534872539,232
1448,43,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Married,29320,5.0,24,0,22.0,3,17,1,9,4.0,4.0,3.0,3,4,9.287386254789272,233
1449,33,Yes,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Manager,Married,51470,7.0,11,0,13.0,2,9,1,7,1.0,1.0,4.0,3,3,7.0990972222222215,241
1450,52,No,Non-Travel,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,45070,1.0,14,0,33.0,3,33,15,12,1.0,3.0,4.0,2,3,8.798592278719394,237
1451,32,No,Travel_Rarely,Human Resources,13,4,Life Sciences,Female,3,Manufacturing Director,Married,85640,2.0,16,1,6.0,2,4,1,2,3.0,2.0,3.0,2,3,7.992846938775514,246
1452,32,Yes,Travel_Rarely,Sales,23,1,Life Sciences,Male,3,Healthcare Representative,Single,24680,0.0,11,0,4.0,2,3,1,2,4.0,3.0,1.0,3,3,10.195875,241
1453,39,No,Travel_Rarely,Sales,26,4,Life Sciences,Male,2,Research Director,Divorced,81610,7.0,12,1,7.0,2,3,1,2,3.0,3.0,3.0,4,3,6.318844537815124,239
1454,32,No,Non-Travel,Sales,2,4,Marketing,Male,4,Research Scientist,Married,21090,0.0,13,1,4.0,3,3,2,2,3.0,4.0,3.0,2,3,6.2367129629629625,241
1455,41,No,Travel_Rarely,Sales,29,3,Life Sciences,Female,2,Laboratory Technician,Divorced,52940,2.0,15,0,17.0,3,1,0,0,3.0,1.0,2.0,2,3,6.114475308641974,244
1456,40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,27180,1.0,14,1,9.0,4,9,4,7,1.0,4.0,3.0,2,3,7.430190179806361,242
1457,45,No,Travel_Rarely,Research & Development,18,1,Life Sciences,Female,2,Sales Representative,Married,58110,0.0,14,0,25.0,4,24,1,7,3.0,4.0,3.0,2,3,6.911509456264773,236
1458,31,No,Travel_Frequently,Research & Development,7,4,Medical,Male,1,Research Scientist,Divorced,24370,9.0,14,1,9.0,3,2,2,2,2.0,3.0,3.0,4,3,7.313733521657253,237
1459,33,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Married,27660,1.0,12,1,2.0,2,2,0,2,3.0,4.0,2.0,3,3,6.785834551656924,229
1460,34,No,Travel_Rarely,Research & Development,26,3,Other,Female,1,Sales Executive,Married,190380,6.0,13,0,13.0,3,11,5,9,4.0,1.0,3.0,2,3,6.431916075650114,236
1461,37,No,Travel_Rarely,Research & Development,22,5,Medical,Female,2,Manufacturing Director,Married,30550,2.0,14,3,17.0,3,3,0,2,3.0,1.0,2.0,3,3,7.563755935422608,235
1462,45,No,Travel_Frequently,Sales,21,1,Marketing,Male,3,Research Scientist,Married,22890,4.0,13,0,9.0,3,3,0,2,1.0,3.0,3.0,2,3,8.010291179337234,229
1463,37,Yes,Travel_Frequently,Sales,2,3,Marketing,Male,1,Laboratory Technician,Divorced,40010,6.0,11,1,17.0,2,1,0,0,1.0,3.0,3.0,3,3,7.120705868205867,232
1464,39,No,Travel_Frequently,Research & Development,22,3,Medical,Female,1,Manufacturing Director,Single,129650,0.0,19,1,20.0,2,19,11,8,3.0,3.0,3.0,3,3,7.388473419540229,233
1465,29,No,Travel_Rarely,Sales,4,3,Other,Female,2,Human Resources,Single,35390,1.0,18,0,6.0,2,6,1,5,3.0,4.0,3.0,2,3,7.298881915388194,240
1466,42,No,Travel_Rarely,Research & Development,5,4,Medical,Female,1,Research Scientist,Single,60290,3.0,17,1,10.0,5,3,0,2,4.0,1.0,3.0,3,3,8.485629017447197,243
1467,29,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,26790,2.0,15,0,10.0,2,3,0,2,4.0,4.0,3.0,2,3,6.099508003766477,237
1468,25,No,Travel_Rarely,Research & Development,25,2,Life Sciences,Male,2,Sales Executive,Married,37020,0.0,20,0,5.0,4,4,1,2,1.0,3.0,3.0,3,4,7.696410608139005,244
1470,40,No,Travel_Rarely,Research & Development,28,3,Medical,Male,2,Laboratory Technician,Divorced,54680,0.0,12,0,22.0,6,21,3,9,1.0,3.0,3.0,4,3,7.036408382066277,229
1472,31,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Research Scientist,Single,41890,0.0,23,1,6.0,3,5,1,4,3.0,2.0,4.0,2,4,7.658033910533913,232
1473,32,No,Travel_Frequently,Research & Development,17,4,Other,Male,4,Sales Executive,Married,193280,1.0,15,3,5.0,2,5,0,3,2.0,2.0,1.0,3,3,6.987566851083452,242
1474,38,No,Non-Travel,Research & Development,2,5,Life Sciences,Male,3,Human Resources,Married,83210,3.0,11,3,13.0,5,8,7,5,4.0,4.0,3.0,2,3,7.204082491582491,232
1475,32,No,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,23420,4.0,12,2,9.0,2,6,0,4,4.0,1.0,3.0,3,3,8.008520135856381,230
1476,46,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,4,Research Director,Married,40710,3.0,13,0,28.0,5,7,7,7,3.0,2.0,2.0,3,3,10.774994039103477,234
1478,29,No,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Sales Executive,Married,31430,2.0,22,3,10.0,2,0,0,0,1.0,2.0,3.0,3,4,6.717725035161748,238
1479,31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Laboratory Technician,Married,20440,0.0,21,0,10.0,2,9,7,8,2.0,4.0,3.0,3,4,7.214617446393755,229
1480,25,No,Non-Travel,Research & Development,7,4,Medical,Female,4,Laboratory Technician,Divorced,134640,1.0,13,1,6.0,2,6,1,5,2.0,1.0,3.0,3,3,7.128381020505486,234
1481,45,No,Travel_Rarely,Research & Development,17,2,Medical,Male,2,Laboratory Technician,Married,79910,0.0,13,2,21.0,2,20,4,10,3.0,4.0,3.0,2,3,8.398237922705322,231
1482,36,No,Travel_Rarely,Research & Development,28,1,Life Sciences,Male,1,Laboratory Technician,Married,33770,0.0,12,2,16.0,2,15,10,11,4.0,4.0,3.0,3,3,7.075151406771577,234
1483,55,No,Travel_Rarely,Research & Development,14,4,Life Sciences,Female,1,Sales Executive,Single,55380,0.0,17,0,37.0,2,36,4,13,4.0,1.0,3.0,3,3,9.295658137390499,242
1484,47,Yes,Non-Travel,Research & Development,1,1,Medical,Male,1,Research Scientist,Married,57620,1.0,11,2,10.0,4,10,9,9,1.0,2.0,2.0,2,3,9.446140955004589,243
1485,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Manufacturing Director,Married,25920,1.0,14,0,5.0,2,5,0,4,4.0,4.0,2.0,3,3,6.116240338164252,231
1486,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Married,53460,4.0,11,0,7.0,2,5,0,1,3.0,4.0,4.0,3,3,6.704287837219939,244
1487,21,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Laboratory Technician,Single,42130,1.0,12,3,3.0,3,3,1,0,4.0,3.0,4.0,2,3,6.604979990583809,237
1488,37,No,Non-Travel,Research & Development,1,3,Medical,Male,2,Sales Executive,Divorced,41270,2.0,13,1,15.0,2,5,0,2,1.0,4.0,3.0,3,3,11.019594467885607,238
1489,35,No,Travel_Rarely,Sales,7,4,Life Sciences,Male,1,Sales Representative,Divorced,24380,7.0,16,0,10.0,5,7,6,2,2.0,2.0,2.0,2,3,6.984722222222223,232
1490,38,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,1,Manager,Divorced,68700,1.0,11,1,8.0,5,8,7,7,1.0,1.0,3.0,3,3,9.286795224977043,243
1491,26,No,Travel_Frequently,Research & Development,1,4,Other,Male,2,Laboratory Technician,Divorced,104470,1.0,18,0,6.0,3,6,1,4,3.0,2.0,1.0,3,3,7.601738128169665,242
1492,50,No,Travel_Rarely,Sales,8,4,Life Sciences,Male,1,Research Scientist,Divorced,96670,3.0,23,0,28.0,2,10,1,6,1.0,2.0,2.0,2,4,5.977067129629633,241
1493,53,No,Travel_Rarely,Research & Development,11,4,Life Sciences,Female,2,Research Scientist,Married,21480,3.0,11,0,21.0,2,5,1,3,3.0,3.0,2.0,3,3,8.413626347866856,238
1494,42,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Manufacturing Director,Married,89260,1.0,14,0,20.0,4,20,11,6,2.0,3.0,3.0,1,3,6.7888333333333355,231
1495,29,No,Travel_Frequently,Research & Development,16,4,Medical,Male,1,Laboratory Technician,Single,65130,1.0,11,1,10.0,2,10,0,9,2.0,4.0,2.0,3,3,7.06223611111111,241
1496,55,No,Travel_Rarely,Research & Development,1,4,Other,Female,1,Research Scientist,Married,67990,3.0,11,0,12.0,2,10,0,8,2.0,4.0,3.0,3,3,9.410524425287354,233
1497,26,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,1,Manager,Married,162910,1.0,22,0,5.0,3,5,3,3,1.0,1.0,3.0,3,4,11.014791373652141,238
1498,37,No,Travel_Rarely,Sales,5,1,Marketing,Male,1,Research Scientist,Single,27050,1.0,11,0,17.0,2,17,5,7,4.0,4.0,3.0,3,3,7.6290009537434464,234
1499,44,Yes,Travel_Frequently,Research & Development,1,2,Medical,Male,2,Research Scientist,Divorced,103330,3.0,14,1,19.0,2,1,0,0,4.0,3.0,1.0,2,3,11.000575998076005,232
1500,38,No,Travel_Rarely,Sales,2,3,Marketing,Female,1,Manager,Divorced,44480,9.0,12,0,10.0,3,2,1,2,4.0,4.0,3.0,2,3,6.820862029384758,243
1501,26,Yes,Travel_Rarely,Research & Development,4,3,Medical,Male,3,Research Scientist,Divorced,68540,2.0,11,0,5.0,5,3,0,2,1.0,2.0,3.0,2,3,10.109967811158798,234
1502,28,No,Travel_Rarely,Research & Development,7,3,Other,Male,1,Human Resources,Single,96370,1.0,13,0,5.0,6,5,0,2,4.0,4.0,3.0,2,3,6.702303051001823,245
1503,49,No,Travel_Frequently,Research & Development,1,1,Medical,Female,2,Research Scientist,Single,35910,9.0,13,0,22.0,2,3,1,2,3.0,1.0,3.0,3,3,10.487479338842972,243
1504,36,No,Travel_Rarely,Sales,5,3,Technical Degree,Male,3,Sales Executive,Single,54050,4.0,14,0,10.0,2,8,7,7,3.0,2.0,3.0,3,3,6.193597768073749,230
1505,31,No,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Sales Executive,Divorced,46840,1.0,16,1,2.0,4,2,2,2,4.0,2.0,2.0,3,3,6.607998817966906,236
1506,26,Yes,Travel_Rarely,Research & Development,8,3,Medical,Male,2,Manager,Single,157870,1.0,12,2,8.0,5,8,7,4,4.0,4.0,3.0,3,3,10.260264282501128,248
1507,37,No,Travel_Frequently,Sales,9,1,Marketing,Male,1,Laboratory Technician,Married,15140,1.0,14,0,4.0,3,4,1,2,2.0,4.0,2.0,3,3,9.995476680384087,244
1508,42,No,Travel_Frequently,Sales,2,2,Marketing,Male,3,Research Director,Married,29560,5.0,13,0,23.0,2,20,4,8,3.0,2.0,4.0,3,3,5.992563025210082,239
1509,18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Sales Executive,Single,23350,1.0,14,2,0.0,3,0,0,0,3.0,3.0,3.0,2,3,6.816210488505749,233
1510,35,No,Travel_Rarely,Sales,20,2,Life Sciences,Male,1,Laboratory Technician,Married,51540,0.0,19,0,12.0,2,11,6,9,3.0,2.0,2.0,2,3,7.720096982758621,233
1511,36,No,Travel_Frequently,Research & Development,8,3,Other,Female,3,Sales Executive,Married,69620,4.0,12,2,4.0,2,1,0,0,3.0,4.0,3.0,2,3,7.185832136015325,233
1512,51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Divorced,56750,5.0,13,0,13.0,2,4,1,2,4.0,2.0,3.0,2,3,7.571935990338166,231
1513,41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,1,Laboratory Technician,Single,23790,1.0,12,0,22.0,6,22,0,4,4.0,2.0,3.0,3,3,6.877735507246373,231
1514,18,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,1,Research Scientist,Single,38120,1.0,15,0,0.0,3,0,0,0,4.0,3.0,3.0,3,3,6.992057656395893,239
1515,28,No,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Sales Representative,Single,46480,0.0,23,2,9.0,2,8,0,7,2.0,1.0,3.0,2,4,7.170924782807498,244
1516,31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,Male,1,Manufacturing Director,Married,29360,4.0,12,1,10.0,2,8,7,7,2.0,4.0,2.0,3,3,7.164225083452544,234
1517,39,No,Travel_Rarely,Sales,5,4,Marketing,Female,2,Human Resources,Divorced,21050,0.0,20,0,19.0,3,18,3,7,3.0,4.0,2.0,3,4,7.60383141762452,233
1519,32,No,Travel_Rarely,Sales,2,3,Marketing,Male,2,Laboratory Technician,Married,27060,1.0,21,1,13.0,4,13,4,8,4.0,3.0,2.0,3,4,6.989849587578846,230
1520,38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Research Scientist,Married,63840,3.0,19,2,19.0,4,10,0,1,1.0,2.0,3.0,2,3,6.9034973078805715,228
1521,58,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,2,Manufacturing Director,Divorced,39680,2.0,13,2,12.0,3,5,1,2,4.0,3.0,3.0,2,3,10.92023792780122,238
1523,31,No,Travel_Rarely,Sales,7,4,Marketing,Male,2,Sales Executive,Married,132250,3.0,21,1,9.0,2,2,1,0,1.0,1.0,3.0,3,4,6.793423095584667,230
1524,45,No,Travel_Frequently,Research & Development,3,1,Medical,Female,1,Sales Executive,Divorced,35400,1.0,13,0,24.0,6,24,9,11,1.0,1.0,3.0,3,3,7.290649678604226,243
1525,31,No,Travel_Rarely,Sales,16,4,Marketing,Female,2,Research Scientist,Divorced,28040,0.0,19,2,3.0,0,2,2,2,3.0,4.0,1.0,3,3,8.603252650991243,242
1526,33,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,4,Research Director,Married,193920,6.0,12,1,12.0,3,10,8,8,4.0,2.0,3.0,3,3,6.794387464387464,235
1527,39,No,Travel_Rarely,Sales,1,4,Life Sciences,Male,1,Sales Executive,Married,196650,1.0,22,1,21.0,6,21,11,10,3.0,1.0,3.0,3,4,10.980500929800098,240
1528,43,No,Travel_Frequently,Research & Development,7,4,Medical,Male,4,Research Scientist,Single,24390,0.0,15,0,9.0,2,8,1,7,3.0,4.0,3.0,3,3,7.72498971193416,244
1529,49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Manufacturing Director,Single,73140,7.0,22,0,25.0,2,7,0,7,3.0,3.0,3.0,3,4,9.971033057851246,243
1530,52,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,2,Research Scientist,Married,47740,2.0,18,1,11.0,2,8,7,7,3.0,2.0,2.0,3,3,7.877022821576764,242
1531,27,No,Travel_Rarely,Research & Development,15,4,Medical,Male,3,Research Scientist,Single,39020,1.0,22,0,4.0,2,4,1,2,3.0,2.0,2.0,3,4,10.713731292517004,246
1532,32,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Research Scientist,Married,26620,1.0,11,1,13.0,6,13,11,9,3.0,2.0,3.0,4,3,10.537320048309182,231
1533,27,No,Travel_Rarely,Research & Development,13,2,Medical,Female,4,Research Director,Single,28560,1.0,12,2,5.0,5,5,0,4,4.0,3.0,3.0,4,3,10.10112591074682,245
1535,32,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Male,2,Healthcare Representative,Single,24720,7.0,13,0,10.0,2,7,0,7,1.0,4.0,2.0,3,3,7.516145075206211,230
1536,28,Yes,Travel_Rarely,Research & Development,9,4,Medical,Male,1,Sales Executive,Married,56730,5.0,14,1,5.0,4,3,2,2,1.0,4.0,2.0,2,3,10.711125603864735,231
1537,30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,Female,4,Research Director,Married,41970,1.0,13,0,11.0,3,10,1,9,4.0,4.0,3.0,3,3,6.202911347517733,236
1538,31,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,1,Manager,Married,97130,1.0,17,0,10.0,5,10,8,9,3.0,3.0,3.0,2,3,6.608437499999998,233
